crew_id,mission_day,consciousness,consciousness_target
CDR-ALPHA,155,0.8346696151336489,0.82
CDR-ALPHA,158,0.8331654606385102,0.82
CDR-ALPHA,159,0.8313898700255086,0.82
CDR-ALPHA,160,0.8296731430876296,0.82
CDR-ALPHA,161,0.8278952350734553,0.82
CDR-ALPHA,162,0.8262264294954025,0.82
SCI-BETA,0,0.7,0.7
SCI-BETA,9,0.7006116763895903,0.7
SCI-BETA,10,0.7016059499853465,0.7
SCI-BETA,11,0.7022593588434086,0.7
SCI-BETA,12,0.7027350218888991,0.7
SCI-BETA,13,0.703729929812697,0.7
SCI-BETA,14,0.7048235100939924,0.7
SCI-BETA,15,0.7059354120957673,0.7
SCI-BETA,16,0.7066877325794532,0.7
SCI-BETA,17,0.7074371790370628,0.7
SCI-BETA,26,0.7077162608965407,0.7
SCI-BETA,27,0.7079648541070601,0.7
SCI-BETA,28,0.7082886196748577,0.7
SCI-BETA,30,0.7085037728991532,0.7
SCI-BETA,31,0.709239424858142,0.7
SCI-BETA,32,0.7105231512155865,0.7
SCI-BETA,33,0.7118929375142173,0.7
SCI-BETA,34,0.7137066344948613,0.7
SCI-BETA,35,0.7155044851074815,0.7
SCI-BETA,36,0.7165562878472673,0.7
SCI-BETA,37,0.7176611379162074,0.7
SCI-BETA,38,0.7183843431452123,0.7
SCI-BETA,39,0.7195902592156544,0.7
SCI-BETA,41,0.7198238268022413,0.7
SCI-BETA,42,0.7204818834916793,0.7
SCI-BETA,43,0.7212425313480758,0.7
SCI-BETA,51,0.7179597594975723,0.7
SCI-BETA,52,0.7144506970898393,0.7
SCI-BETA,57,0.7147158288441057,0.7
SCI-BETA,58,0.7151241933846608,0.7
SCI-BETA,59,0.7154767351386878,0.7
SCI-BETA,60,0.7158069684394838,0.7
SCI-BETA,61,0.7161460617735216,0.7
SCI-BETA,62,0.7163289996532334,0.7
SCI-BETA,63,0.7174744621994121,0.7
SCI-BETA,64,0.7181030489148298,0.7
SCI-BETA,65,0.718810654346589,0.7
SCI-BETA,66,0.7200570087857414,0.7
SCI-BETA,67,0.7202792687208187,0.7
SCI-BETA,70,0.7202921688121406,0.7
SCI-BETA,71,0.7205354307778409,0.7
SCI-BETA,72,0.7205644967933411,0.7
SCI-BETA,92,0.7206398888454747,0.7
SCI-BETA,93,0.7219189775652738,0.7
SCI-BETA,94,0.7232288190042615,0.7
SCI-BETA,95,0.7244289763122629,0.7
SCI-BETA,96,0.7255749563802691,0.7
SCI-BETA,97,0.7266259638878981,0.7
SCI-BETA,98,0.727551174890353,0.7
SCI-BETA,99,0.7286169090786497,0.7
SCI-BETA,100,0.7294721626773732,0.7
SCI-BETA,101,0.7297204165217688,0.7
SCI-BETA,102,0.7300633483466125,0.7
SCI-BETA,127,0.7300749649022058,0.7
SCI-BETA,129,0.7300937032154876,0.7
SCI-BETA,130,0.7303384588831611,0.7
SCI-BETA,133,0.7306817971807795,0.7
SCI-BETA,134,0.7310252268288908,0.7
SCI-BETA,135,0.7312833989256681,0.7
SCI-BETA,143,0.7313341555219731,0.7
SCI-BETA,144,0.7315723620059768,0.7
SCI-BETA,145,0.7317081261053918,0.7
SCI-BETA,146,0.7329281980157564,0.7
SCI-BETA,147,0.7340516629485524,0.7
SCI-BETA,148,0.7350813190980545,0.7
SCI-BETA,149,0.7360564311137181,0.7
SCI-BETA,150,0.7370804656312195,0.7
SCI-BETA,151,0.7380277859822518,0.7
SCI-BETA,152,0.7388345588304068,0.7
SCI-BETA,156,0.7352553257168869,0.7
SCI-BETA,157,0.7317081832768015,0.7
SCI-BETA,158,0.7283449316914844,0.7
SCI-BETA,159,0.7255011476880032,0.7
SCI-BETA,160,0.7227026239330947,0.7
ENG-GAMMA,0,0.55,0.55
ENG-GAMMA,13,0.5515114486013651,0.55
ENG-GAMMA,14,0.5530351148414917,0.55
ENG-GAMMA,15,0.5544989002613927,0.55
ENG-GAMMA,16,0.5564734318621628,0.55
ENG-GAMMA,17,0.5588456926168465,0.55
ENG-GAMMA,18,0.5612409598043142,0.55
ENG-GAMMA,19,0.5636422269421415,0.55
ENG-GAMMA,20,0.5655306082554339,0.55
ENG-GAMMA,21,0.5682967889426371,0.55
ENG-GAMMA,22,0.5711451551603114,0.55
ENG-GAMMA,23,0.572551731533183,0.55
ENG-GAMMA,24,0.5743269612994106,0.55
ENG-GAMMA,25,0.5759863939905087,0.55
ENG-GAMMA,26,0.5766509918658994,0.55
ENG-GAMMA,27,0.5779179055319575,0.55
ENG-GAMMA,28,0.5790247973093869,0.55
ENG-GAMMA,29,0.579650130336138,0.55
ENG-GAMMA,30,0.5803155162059852,0.55
ENG-GAMMA,31,0.5810132831687306,0.55
ENG-GAMMA,32,0.5814712748333571,0.55
ENG-GAMMA,33,0.581628374984465,0.55
ENG-GAMMA,35,0.5820276977846142,0.55
ENG-GAMMA,36,0.5822541229887893,0.55
ENG-GAMMA,37,0.582508035835274,0.55
ENG-GAMMA,65,0.5831471895912883,0.55
ENG-GAMMA,67,0.583530502157278,0.55
ENG-GAMMA,69,0.5836821494678897,0.55
ENG-GAMMA,70,0.584383824731639,0.55
ENG-GAMMA,71,0.5844833537483578,0.55
ENG-GAMMA,72,0.5845018419446445,0.55
ENG-GAMMA,81,0.5807276947621596,0.55
ENG-GAMMA,83,0.5768070145793485,0.55
ENG-GAMMA,84,0.5731943608866197,0.55
ENG-GAMMA,88,0.5733161262862735,0.55
ENG-GAMMA,90,0.5734845679937066,0.55
ENG-GAMMA,91,0.5740260816232576,0.55
ENG-GAMMA,92,0.5750661773699477,0.55
ENG-GAMMA,93,0.5761981851254392,0.55
ENG-GAMMA,94,0.5769374742761866,0.55
ENG-GAMMA,96,0.5771573155392503,0.55
ENG-GAMMA,98,0.5773999383286321,0.55
ENG-GAMMA,99,0.5780226593319997,0.55
ENG-GAMMA,109,0.5737893226755296,0.55
ENG-GAMMA,110,0.5695670008355388,0.55
ENG-GAMMA,111,0.5656756258833935,0.55
ENG-GAMMA,112,0.5617571191285597,0.55
ENG-GAMMA,140,0.5619043334973155,0.55
ENG-GAMMA,141,0.5621370771823484,0.55
ENG-GAMMA,142,0.5623420086160277,0.55
ENG-GAMMA,143,0.5624557199524353,0.55
ENG-GAMMA,149,0.558606706667182,0.55
ENG-GAMMA,150,0.5544569569764921,0.55
ENG-GAMMA,151,0.5509497291045629,0.55
ENG-GAMMA,165,0.55,0.55
MED-DELTA,0,0.75,0.75
MED-DELTA,9,0.7513537162503072,0.75
MED-DELTA,10,0.7526138593143739,0.75
MED-DELTA,11,0.7533711090612205,0.75
MED-DELTA,12,0.7542527138912724,0.75
MED-DELTA,13,0.7549448230217297,0.75
MED-DELTA,14,0.7556374007878459,0.75
MED-DELTA,16,0.7560474561486875,0.75
MED-DELTA,17,0.7564589622638668,0.75
MED-DELTA,18,0.7568868332610483,0.75
MED-DELTA,34,0.7571017881400024,0.75
MED-DELTA,35,0.7573828501835022,0.75
MED-DELTA,36,0.7576167955577221,0.75
MED-DELTA,37,0.7578926000193712,0.75
MED-DELTA,38,0.7582915940469721,0.75
MED-DELTA,39,0.7584796863534177,0.75
MED-DELTA,40,0.7586705922258459,0.75
MED-DELTA,42,0.7604732717312542,0.75
MED-DELTA,43,0.7622662327234909,0.75
MED-DELTA,44,0.763462636423411,0.75
MED-DELTA,45,0.7644627371707955,0.75
MED-DELTA,46,0.7654888813652897,0.75
MED-DELTA,47,0.7664602696972299,0.75
MED-DELTA,48,0.7671084027526301,0.75
MED-DELTA,49,0.7677949484182804,0.75
MED-DELTA,50,0.769098171921536,0.75
MED-DELTA,51,0.7701750744699352,0.75
MED-DELTA,66,0.7703394758199599,0.75
MED-DELTA,67,0.7705247923981273,0.75
MED-DELTA,68,0.7708993464685359,0.75
MED-DELTA,69,0.7714173024418344,0.75
MED-DELTA,70,0.7719789777023326,0.75
MED-DELTA,71,0.772493471869841,0.75
MED-DELTA,72,0.7730371036792335,0.75
MED-DELTA,78,0.7731758272587369,0.75
MED-DELTA,79,0.7733979627566597,0.75
MED-DELTA,80,0.7736596907598197,0.75
MED-DELTA,81,0.7739534484512641,0.75
MED-DELTA,82,0.7742371880851394,0.75
MED-DELTA,83,0.7744284783592209,0.75
MED-DELTA,85,0.7744790644477755,0.75
MED-DELTA,86,0.774642126447196,0.75
MED-DELTA,87,0.7747172414956474,0.75
MED-DELTA,92,0.7755609691747751,0.75
MED-DELTA,93,0.7762608208352391,0.75
MED-DELTA,94,0.7771457135082899,0.75
MED-DELTA,95,0.7776587505061614,0.75
MED-DELTA,96,0.7777764677907707,0.75
MED-DELTA,97,0.777905724887729,0.75
MED-DELTA,98,0.7783401183887702,0.75
MED-DELTA,99,0.7789710482673436,0.75
MED-DELTA,100,0.7795649452812853,0.75
MED-DELTA,101,0.7802527724832666,0.75
MED-DELTA,107,0.7802859063207513,0.75
MED-DELTA,137,0.7803380884672009,0.75
MED-DELTA,142,0.7808722105814917,0.75
MED-DELTA,143,0.7813859178858916,0.75
MED-DELTA,144,0.7819060456337973,0.75
MED-DELTA,145,0.782363128130634,0.75
MED-DELTA,146,0.7829478801479977,0.75
MED-DELTA,147,0.783230493188515,0.75
MED-DELTA,148,0.783482544604841,0.75
MED-DELTA,149,0.7837937507985122,0.75
MED-DELTA,150,0.7841444259163731,0.75
