crew_id,mission_day,consciousness,consciousness_target
CDR-ALPHA,130,0.8392382307374229,0.82
CDR-ALPHA,139,0.8376023562034921,0.82
CDR-ALPHA,158,0.8360993314792278,0.82
CDR-ALPHA,159,0.8343458516937936,0.82
CDR-ALPHA,160,0.8326372832156526,0.82
CDR-ALPHA,161,0.8308431002049407,0.82
CDR-ALPHA,162,0.8291695063043956,0.82
SCI-BETA,0,0.7,0.7
SCI-BETA,9,0.7006116763895903,0.7
SCI-BETA,10,0.7016059499853465,0.7
SCI-BETA,11,0.7022593588434086,0.7
SCI-BETA,12,0.7027350218888991,0.7
SCI-BETA,13,0.703729929812697,0.7
SCI-BETA,14,0.7048235100939924,0.7
SCI-BETA,15,0.7059354120957673,0.7
SCI-BETA,16,0.7066877325794532,0.7
SCI-BETA,17,0.7074371790370628,0.7
SCI-BETA,26,0.7077162608965407,0.7
SCI-BETA,27,0.7079648541070601,0.7
SCI-BETA,28,0.7082886196748577,0.7
SCI-BETA,30,0.7085037728991532,0.7
SCI-BETA,31,0.709239424858142,0.7
SCI-BETA,32,0.7105231512155865,0.7
SCI-BETA,33,0.7118929375142173,0.7
SCI-BETA,34,0.7137066344948613,0.7
SCI-BETA,35,0.7155044851074815,0.7
SCI-BETA,36,0.7165562878472673,0.7
SCI-BETA,37,0.7176611379162074,0.7
SCI-BETA,38,0.7183843431452123,0.7
SCI-BETA,39,0.7195902592156544,0.7
SCI-BETA,41,0.7198238268022413,0.7
SCI-BETA,42,0.7204818834916793,0.7
SCI-BETA,43,0.7212287783236353,0.7
SCI-BETA,51,0.7179733922533104,0.7
SCI-BETA,52,0.714453364876836,0.7
SCI-BETA,57,0.7147612231888909,0.7
SCI-BETA,58,0.7152234794097195,0.7
SCI-BETA,59,0.7156480083504448,0.7
SCI-BETA,60,0.7160510475565919,0.7
SCI-BETA,61,0.716462620079631,0.7
SCI-BETA,62,0.7167149915115846,0.7
SCI-BETA,63,0.7179473936721052,0.7
SCI-BETA,64,0.7186555751680537,0.7
SCI-BETA,65,0.7194420177205103,0.7
SCI-BETA,66,0.7207792838777141,0.7
SCI-BETA,67,0.7210764410980616,0.7
SCI-BETA,68,0.7211202180709152,0.7
SCI-BETA,69,0.721175245900908,0.7
SCI-BETA,70,0.7212606052238201,0.7
SCI-BETA,71,0.7215815097619723,0.7
SCI-BETA,72,0.7216852262620912,0.7
SCI-BETA,92,0.7218316114038498,0.7
SCI-BETA,93,0.7232334582915764,0.7
SCI-BETA,94,0.7246686543259606,0.7
SCI-BETA,95,0.7259910702864335,0.7
SCI-BETA,96,0.7272590302120926,0.7
SCI-BETA,97,0.7284308206827641,0.7
SCI-BETA,98,0.7294757884988697,0.7
SCI-BETA,99,0.7306601752616197,0.7
SCI-BETA,100,0.7316312477093796,0.7
SCI-BETA,101,0.7319882010146201,0.7
SCI-BETA,102,0.7324322387839559,0.7
SCI-BETA,108,0.7324654372690305,0.7
SCI-BETA,127,0.7325734659516182,0.7
SCI-BETA,128,0.7326359576986593,0.7
SCI-BETA,129,0.7327458952890813,0.7
SCI-BETA,130,0.7330832362061137,0.7
SCI-BETA,133,0.7335252358128762,0.7
SCI-BETA,134,0.7339672611285429,0.7
SCI-BETA,135,0.7343252795449123,0.7
SCI-BETA,136,0.7343772589204383,0.7
SCI-BETA,143,0.7345212471263802,0.7
SCI-BETA,144,0.7348575798701847,0.7
SCI-BETA,145,0.7350891731381315,0.7
SCI-BETA,146,0.7364188233221151,0.7
SCI-BETA,147,0.7376501161383774,0.7
SCI-BETA,148,0.7387862439590452,0.7
SCI-BETA,149,0.7398668362119156,0.7
SCI-BETA,150,0.74099560514916,0.7
SCI-BETA,151,0.7420461094017101,0.7
SCI-BETA,152,0.742952430342558,0.7
SCI-BETA,156,0.7393953929949753,0.7
SCI-BETA,157,0.7358605993225136,0.7
SCI-BETA,158,0.732502821449362,0.7
SCI-BETA,159,0.7297183109591922,0.7
SCI-BETA,160,0.7269661381533812,0.7
ENG-GAMMA,0,0.55,0.55
ENG-GAMMA,13,0.5515114486013651,0.55
ENG-GAMMA,14,0.5530351148414917,0.55
ENG-GAMMA,15,0.5544989002613927,0.55
ENG-GAMMA,16,0.5564734318621628,0.55
ENG-GAMMA,17,0.5588456926168465,0.55
ENG-GAMMA,18,0.5612409598043142,0.55
ENG-GAMMA,19,0.5636422269421415,0.55
ENG-GAMMA,20,0.5655306082554339,0.55
ENG-GAMMA,21,0.5682967889426371,0.55
ENG-GAMMA,22,0.5711451551603114,0.55
ENG-GAMMA,23,0.572551731533183,0.55
ENG-GAMMA,24,0.5743269612994106,0.55
ENG-GAMMA,25,0.5759863939905087,0.55
ENG-GAMMA,26,0.5766509918658994,0.55
ENG-GAMMA,27,0.5779179055319575,0.55
ENG-GAMMA,28,0.5790247973093869,0.55
ENG-GAMMA,29,0.579650130336138,0.55
ENG-GAMMA,30,0.5803155162059852,0.55
ENG-GAMMA,31,0.5810132831687306,0.55
ENG-GAMMA,32,0.5814712748333571,0.55
ENG-GAMMA,33,0.581628374984465,0.55
ENG-GAMMA,35,0.5820276977846142,0.55
ENG-GAMMA,36,0.5822541229887893,0.55
ENG-GAMMA,37,0.582508035835274,0.55
ENG-GAMMA,64,0.5825105337806721,0.55
ENG-GAMMA,65,0.5832638272507288,0.55
ENG-GAMMA,67,0.5837574008490488,0.55
ENG-GAMMA,68,0.5838463508201556,0.55
ENG-GAMMA,69,0.5841009274060447,0.55
ENG-GAMMA,70,0.5849094435168829,0.55
ENG-GAMMA,71,0.5851100735703826,0.55
ENG-GAMMA,72,0.58522800464827,0.55
ENG-GAMMA,81,0.5815000901998648,0.55
ENG-GAMMA,83,0.5776219856013327,0.55
ENG-GAMMA,84,0.5740582957743809,0.55
ENG-GAMMA,88,0.5741695656561162,0.55
ENG-GAMMA,90,0.5743415129860815,0.55
ENG-GAMMA,91,0.574953930853663,0.55
ENG-GAMMA,92,0.5760833361858411,0.55
ENG-GAMMA,93,0.5773380914165378,0.55
ENG-GAMMA,94,0.5782298629216484,0.55
ENG-GAMMA,96,0.5785894459297174,0.55
ENG-GAMMA,97,0.578722583159492,0.55
ENG-GAMMA,98,0.5791125436200923,0.55
ENG-GAMMA,99,0.5798954464193659,0.55
ENG-GAMMA,100,0.580030766537123,0.55
ENG-GAMMA,109,0.575849633826091,0.55
ENG-GAMMA,110,0.5716793470942185,0.55
ENG-GAMMA,111,0.5678490769148424,0.55
ENG-GAMMA,112,0.5639918293690617,0.55
ENG-GAMMA,140,0.5642652449438407,0.55
ENG-GAMMA,141,0.5646265646712605,0.55
ENG-GAMMA,142,0.5649595248740543,0.55
ENG-GAMMA,143,0.5652016006365853,0.55
ENG-GAMMA,144,0.5652891392786722,0.55
ENG-GAMMA,149,0.5615002287394012,0.55
ENG-GAMMA,150,0.5574009158831957,0.55
ENG-GAMMA,166,0.5535600008599031,0.55
ENG-GAMMA,168,0.55,0.55
MED-DELTA,0,0.75,0.75
MED-DELTA,9,0.7513537162503072,0.75
MED-DELTA,10,0.7526138593143739,0.75
MED-DELTA,11,0.7533711090612205,0.75
MED-DELTA,12,0.7542527138912724,0.75
MED-DELTA,13,0.7549448230217297,0.75
MED-DELTA,14,0.7556374007878459,0.75
MED-DELTA,16,0.7560474561486875,0.75
MED-DELTA,17,0.7564589622638668,0.75
MED-DELTA,18,0.7568868332610483,0.75
MED-DELTA,34,0.7571017881400024,0.75
MED-DELTA,35,0.7573828501835022,0.75
MED-DELTA,36,0.7576167955577221,0.75
MED-DELTA,37,0.7578926000193712,0.75
MED-DELTA,38,0.7582915940469721,0.75
MED-DELTA,39,0.7584796863534177,0.75
MED-DELTA,40,0.7586705922258459,0.75
MED-DELTA,42,0.7604732717312542,0.75
MED-DELTA,43,0.7622625576616323,0.75
MED-DELTA,44,0.763440959797762,0.75
MED-DELTA,45,0.7644294487396415,0.75
MED-DELTA,46,0.7654517214619159,0.75
MED-DELTA,47,0.7664344904415171,0.75
MED-DELTA,48,0.7671115888912693,0.75
MED-DELTA,49,0.7678331813122061,0.75
MED-DELTA,50,0.7692501731034522,0.75
MED-DELTA,51,0.770464497347795,0.75
MED-DELTA,63,0.7705130518499331,0.75
MED-DELTA,66,0.7707387420628812,0.75
MED-DELTA,67,0.7709860466295985,0.75
MED-DELTA,68,0.7714265173904293,0.75
MED-DELTA,69,0.7720138691391973,0.75
MED-DELTA,70,0.7726431621081964,0.75
MED-DELTA,71,0.7732250324038991,0.75
MED-DELTA,72,0.7738352839767927,0.75
MED-DELTA,78,0.7740339478232515,0.75
MED-DELTA,79,0.7743156121699594,0.75
MED-DELTA,80,0.7746360686963207,0.75
MED-DELTA,81,0.7749898822394798,0.75
MED-DELTA,82,0.7753337637941209,0.75
MED-DELTA,83,0.7755846684974994,0.75
MED-DELTA,85,0.7757326753867008,0.75
MED-DELTA,86,0.7760265687272065,0.75
MED-DELTA,87,0.7762349174527601,0.75
MED-DELTA,92,0.7771563881314469,0.75
MED-DELTA,93,0.7779476347255555,0.75
MED-DELTA,94,0.778926622764165,0.75
MED-DELTA,95,0.7795286081843164,0.75
MED-DELTA,96,0.7797269811218032,0.75
MED-DELTA,97,0.7799362216139926,0.75
MED-DELTA,98,0.7804598529884875,0.75
MED-DELTA,99,0.781186753797017,0.75
MED-DELTA,100,0.7818748225003121,0.75
MED-DELTA,101,0.7826606944132205,0.75
MED-DELTA,107,0.7827704142036954,0.75
MED-DELTA,137,0.7828972894593618,0.75
MED-DELTA,142,0.7835126693056756,0.75
MED-DELTA,143,0.7841074535602474,0.75
MED-DELTA,144,0.7847108439405254,0.75
MED-DELTA,145,0.7852505232589857,0.75
MED-DELTA,146,0.785922514104342,0.75
MED-DELTA,147,0.7862858544558756,0.75
MED-DELTA,148,0.7866185172543051,0.75
MED-DELTA,149,0.7870129051824613,0.75
MED-DELTA,150,0.7874492019028768,0.75
MED-DELTA,151,0.7875095689281606,0.75
