crew_id,mission_day,consciousness,consciousness_target
CDR-ALPHA,139,0.836805819685446,0.82
CDR-ALPHA,155,0.8353001812631928,0.82
CDR-ALPHA,158,0.8337994567976414,0.82
CDR-ALPHA,159,0.832033137929266,0.82
CDR-ALPHA,160,0.8303220274703084,0.82
CDR-ALPHA,161,0.8285422430611815,0.82
CDR-ALPHA,162,0.82687631818636,0.82
SCI-BETA,0,0.7,0.7
SCI-BETA,9,0.7006116763895903,0.7
SCI-BETA,10,0.7016059499853465,0.7
SCI-BETA,11,0.7022593588434086,0.7
SCI-BETA,12,0.7027350218888991,0.7
SCI-BETA,13,0.703729929812697,0.7
SCI-BETA,14,0.7048235100939924,0.7
SCI-BETA,15,0.7059354120957673,0.7
SCI-BETA,16,0.7066877325794532,0.7
SCI-BETA,17,0.7074371790370628,0.7
SCI-BETA,26,0.7077162608965407,0.7
SCI-BETA,27,0.7079648541070601,0.7
SCI-BETA,28,0.7082886196748577,0.7
SCI-BETA,30,0.7085037728991532,0.7
SCI-BETA,31,0.709239424858142,0.7
SCI-BETA,32,0.7105231512155865,0.7
SCI-BETA,33,0.7118929375142173,0.7
SCI-BETA,34,0.7137066344948613,0.7
SCI-BETA,35,0.7155044851074815,0.7
SCI-BETA,36,0.7165562878472673,0.7
SCI-BETA,37,0.7176611379162074,0.7
SCI-BETA,38,0.7183843431452123,0.7
SCI-BETA,39,0.7195902592156544,0.7
SCI-BETA,41,0.7198238268022413,0.7
SCI-BETA,42,0.7204818834916793,0.7
SCI-BETA,43,0.7212361810368536,0.7
SCI-BETA,51,0.717962629354135,0.7
SCI-BETA,52,0.7144447007436503,0.7
SCI-BETA,57,0.7147283522647451,0.7
SCI-BETA,58,0.7151606284581377,0.7
SCI-BETA,59,0.7155456179490985,0.7
SCI-BETA,60,0.7159086316714776,0.7
SCI-BETA,61,0.7162803547624998,0.7
SCI-BETA,62,0.7164945348566385,0.7
SCI-BETA,63,0.7176791087785008,0.7
SCI-BETA,64,0.7183435009090546,0.7
SCI-BETA,65,0.719086572003474,0.7
SCI-BETA,66,0.7203738193801992,0.7
SCI-BETA,67,0.72062977248262,0.7
SCI-BETA,68,0.7206345073495141,0.7
SCI-BETA,69,0.720651053287938,0.7
SCI-BETA,70,0.720696495838554,0.7
SCI-BETA,71,0.7209745276249114,0.7
SCI-BETA,72,0.7210369937632138,0.7
SCI-BETA,92,0.7211439243437668,0.7
SCI-BETA,93,0.7224779184227907,0.7
SCI-BETA,94,0.7238439731675835,0.7
SCI-BETA,95,0.7250989557967973,0.7
SCI-BETA,96,0.7262996333851035,0.7
SCI-BETA,97,0.7274047950703888,0.7
SCI-BETA,98,0.7283836963606014,0.7
SCI-BETA,99,0.7295026309591913,0.7
SCI-BETA,100,0.7304098042003404,0.7
SCI-BETA,101,0.7307067815723609,0.7
SCI-BETA,102,0.7310950490233814,0.7
SCI-BETA,127,0.7311499152172658,0.7
SCI-BETA,128,0.7311622120662579,0.7
SCI-BETA,129,0.7312219256113779,0.7
SCI-BETA,130,0.7315083713764856,0.7
SCI-BETA,133,0.7318959091771005,0.7
SCI-BETA,134,0.7322835074661282,0.7
SCI-BETA,135,0.7325863144432818,0.7
SCI-BETA,136,0.7325871056247554,0.7
SCI-BETA,143,0.7326795723831179,0.7
SCI-BETA,144,0.7329616800257686,0.7
SCI-BETA,145,0.7331402442261596,0.7
SCI-BETA,146,0.7344095116237225,0.7
SCI-BETA,147,0.7355813838501739,0.7
SCI-BETA,148,0.7366588343373635,0.7
SCI-BETA,149,0.7376812923630279,0.7
SCI-BETA,150,0.7387523406106997,0.7
SCI-BETA,151,0.7397459769429073,0.7
SCI-BETA,152,0.7405974360558526,0.7
SCI-BETA,156,0.7370271369263229,0.7
SCI-BETA,157,0.7334844314784306,0.7
SCI-BETA,158,0.7301226873195025,0.7
SCI-BETA,159,0.7273047391629213,0.7
SCI-BETA,160,0.7245263604794292,0.7
ENG-GAMMA,0,0.55,0.55
ENG-GAMMA,13,0.5515114486013651,0.55
ENG-GAMMA,14,0.5530351148414917,0.55
ENG-GAMMA,15,0.5544989002613927,0.55
ENG-GAMMA,16,0.5564734318621628,0.55
ENG-GAMMA,17,0.5588456926168465,0.55
ENG-GAMMA,18,0.5612409598043142,0.55
ENG-GAMMA,19,0.5636422269421415,0.55
ENG-GAMMA,20,0.5655306082554339,0.55
ENG-GAMMA,21,0.5682967889426371,0.55
ENG-GAMMA,22,0.5711451551603114,0.55
ENG-GAMMA,23,0.572551731533183,0.55
ENG-GAMMA,24,0.5743269612994106,0.55
ENG-GAMMA,25,0.5759863939905087,0.55
ENG-GAMMA,26,0.5766509918658994,0.55
ENG-GAMMA,27,0.5779179055319575,0.55
ENG-GAMMA,28,0.5790247973093869,0.55
ENG-GAMMA,29,0.579650130336138,0.55
ENG-GAMMA,30,0.5803155162059852,0.55
ENG-GAMMA,31,0.5810132831687306,0.55
ENG-GAMMA,32,0.5814712748333571,0.55
ENG-GAMMA,33,0.581628374984465,0.55
ENG-GAMMA,35,0.5820276977846142,0.55
ENG-GAMMA,36,0.5822541229887893,0.55
ENG-GAMMA,37,0.582508035835274,0.55
ENG-GAMMA,65,0.5831985001734249,0.55
ENG-GAMMA,67,0.5836313885738103,0.55
ENG-GAMMA,68,0.5836630199622576,0.55
ENG-GAMMA,69,0.5838610656559805,0.55
ENG-GAMMA,70,0.5846109636461169,0.55
ENG-GAMMA,71,0.5847560653126581,0.55
ENG-GAMMA,72,0.5848193721294683,0.55
ENG-GAMMA,81,0.5810660194468878,0.55
ENG-GAMMA,83,0.5771644910433903,0.55
ENG-GAMMA,84,0.5735738619892647,0.55
ENG-GAMMA,88,0.5736903887244226,0.55
ENG-GAMMA,90,0.5738599052381093,0.55
ENG-GAMMA,91,0.5744326970412009,0.55
ENG-GAMMA,92,0.5755124602484025,0.55
ENG-GAMMA,93,0.5766992738425399,0.55
ENG-GAMMA,94,0.5775069221490422,0.55
ENG-GAMMA,96,0.5777894244596706,0.55
ENG-GAMMA,97,0.5778477461970996,0.55
ENG-GAMMA,98,0.5781564077082275,0.55
ENG-GAMMA,99,0.5788509037188492,0.55
ENG-GAMMA,100,0.5789088759419131,0.55
ENG-GAMMA,109,0.5746989607835731,0.55
ENG-GAMMA,110,0.5704999860545128,0.55
ENG-GAMMA,111,0.5666360253264933,0.55
ENG-GAMMA,112,0.5627449985316089,0.55
ENG-GAMMA,140,0.5629488741025418,0.55
ENG-GAMMA,141,0.5632393428663841,0.55
ENG-GAMMA,142,0.5635017515204879,0.55
ENG-GAMMA,143,0.5636730825161415,0.55
ENG-GAMMA,144,0.5636922325829796,0.55
ENG-GAMMA,149,0.5598700995451905,0.55
ENG-GAMMA,150,0.5557429909149801,0.55
ENG-GAMMA,166,0.5518627011897616,0.55
ENG-GAMMA,168,0.55,0.55
MED-DELTA,0,0.75,0.75
MED-DELTA,9,0.7513537162503072,0.75
MED-DELTA,10,0.7526138593143739,0.75
MED-DELTA,11,0.7533711090612205,0.75
MED-DELTA,12,0.7542527138912724,0.75
MED-DELTA,13,0.7549448230217297,0.75
MED-DELTA,14,0.7556374007878459,0.75
MED-DELTA,16,0.7560474561486875,0.75
MED-DELTA,17,0.7564589622638668,0.75
MED-DELTA,18,0.7568868332610483,0.75
MED-DELTA,34,0.7571017881400024,0.75
MED-DELTA,35,0.7573828501835022,0.75
MED-DELTA,36,0.7576167955577221,0.75
MED-DELTA,37,0.7578926000193712,0.75
MED-DELTA,38,0.7582915940469721,0.75
MED-DELTA,39,0.7584796863534177,0.75
MED-DELTA,40,0.7586705922258459,0.75
MED-DELTA,42,0.7604732717312542,0.75
MED-DELTA,43,0.7622644899474612,0.75
MED-DELTA,44,0.7634526083337887,0.75
MED-DELTA,45,0.7644472685949889,0.75
MED-DELTA,46,0.7654714479349639,0.75
MED-DELTA,47,0.7664477602216099,0.75
MED-DELTA,48,0.7671087770635162,0.75
MED-DELTA,49,0.7678109846522952,0.75
MED-DELTA,50,0.7691652870796206,0.75
MED-DELTA,51,0.770303791085477,0.75
MED-DELTA,63,0.7703201007321852,0.75
MED-DELTA,66,0.7705120237206846,0.75
MED-DELTA,67,0.7707251589070381,0.75
MED-DELTA,68,0.7711292781659089,0.75
MED-DELTA,69,0.7716783382591128,0.75
MED-DELTA,70,0.7722703268861689,0.75
MED-DELTA,71,0.7728150302431306,0.75
MED-DELTA,72,0.7733885443866361,0.75
MED-DELTA,78,0.7735542250323865,0.75
MED-DELTA,79,0.7738031385207719,0.75
MED-DELTA,80,0.77409128634344,0.75
MED-DELTA,81,0.7744120593913358,0.75
MED-DELTA,82,0.7747228516177946,0.75
MED-DELTA,83,0.774940956837113,0.75
MED-DELTA,85,0.7750352312207742,0.75
MED-DELTA,86,0.7752569460086662,0.75
MED-DELTA,87,0.7753916786723244,0.75
MED-DELTA,92,0.7762700402675775,0.75
MED-DELTA,93,0.7770107473648802,0.75
MED-DELTA,94,0.7779378345986256,0.75
MED-DELTA,95,0.7784907582399855,0.75
MED-DELTA,96,0.778644649614219,0.75
MED-DELTA,97,0.778809780640752,0.75
MED-DELTA,98,0.7792841943669157,0.75
MED-DELTA,99,0.7799581546471133,0.75
MED-DELTA,100,0.780594276676903,0.75
MED-DELTA,101,0.7813260580386296,0.75
MED-DELTA,107,0.7813935398545199,0.75
MED-DELTA,137,0.7814792432747767,0.75
MED-DELTA,142,0.7820498423876642,0.75
MED-DELTA,143,0.7825999439654183,0.75
MED-DELTA,144,0.7831574388820729,0.75
MED-DELTA,145,0.7836515892071746,0.75
MED-DELTA,146,0.7842754840100028,0.75
MED-DELTA,147,0.7845943225618945,0.75
MED-DELTA,148,0.7848825432335289,0.75
MED-DELTA,149,0.7852310665271863,0.75
MED-DELTA,150,0.7856201493005271,0.75
MED-DELTA,151,0.7856375076093379,0.75
