crew_id,mission_day,consciousness,consciousness_target
ENG-GAMMA,116,0.6205308396908861,0.55
ENG-GAMMA,118,0.6208807451614344,0.55
ENG-GAMMA,119,0.6214398989916078,0.55
ENG-GAMMA,120,0.6221356422967348,0.55
ENG-GAMMA,121,0.622501229839529,0.55
ENG-GAMMA,122,0.622580565706216,0.55
ENG-GAMMA,123,0.6226936788529815,0.55
ENG-GAMMA,142,0.6188249046243351,0.55
ENG-GAMMA,146,0.6150077703895493,0.55
ENG-GAMMA,147,0.6114942701325694,0.55
ENG-GAMMA,154,0.6119624231952072,0.55
ENG-GAMMA,155,0.6128468461894179,0.55
ENG-GAMMA,156,0.6135903869816414,0.55
ENG-GAMMA,157,0.6138283903621062,0.55
ENG-GAMMA,158,0.6140600505197553,0.55
ENG-GAMMA,159,0.6143592065127487,0.55
MED-DELTA,0,0.75,0.75
MED-DELTA,21,0.7501133066470976,0.75
MED-DELTA,22,0.7501292553461307,0.75
MED-DELTA,24,0.7501861291360007,0.75
MED-DELTA,30,0.7505109981009321,0.75
MED-DELTA,31,0.7506691699306814,0.75
MED-DELTA,32,0.750927300334292,0.75
MED-DELTA,33,0.7514560786147891,0.75
MED-DELTA,34,0.7518565031126262,0.75
MED-DELTA,35,0.7520950862279538,0.75
MED-DELTA,36,0.7524593304880132,0.75
MED-DELTA,37,0.7527594153195825,0.75
MED-DELTA,38,0.7530406868887016,0.75
MED-DELTA,39,0.7531321942337875,0.75
MED-DELTA,85,0.7511200178864063,0.75
MED-DELTA,88,0.75,0.75
MED-DELTA,111,0.7500241315996348,0.75
MED-DELTA,116,0.7504410403456586,0.75
MED-DELTA,117,0.7505793110438291,0.75
MED-DELTA,118,0.7507471928406965,0.75
MED-DELTA,119,0.7509171079020591,0.75
MED-DELTA,120,0.7510127133024863,0.75
MED-DELTA,121,0.7510824702460868,0.75
MED-DELTA,122,0.7511663535913806,0.75
MED-DELTA,123,0.7515453298894588,0.75
MED-DELTA,124,0.7521674842711107,0.75
MED-DELTA,125,0.7525164319783748,0.75
MED-DELTA,129,0.7528982057800895,0.75
MED-DELTA,130,0.7531949214845224,0.75
MED-DELTA,131,0.753559770892133,0.75
MED-DELTA,132,0.7550154982848509,0.75
MED-DELTA,133,0.7562846593206082,0.75
MED-DELTA,134,0.7571008781522864,0.75
MED-DELTA,135,0.757826908892375,0.75
MED-DELTA,136,0.758545524244489,0.75
MED-DELTA,137,0.7592440817339335,0.75
MED-DELTA,138,0.7600338524267176,0.75
MED-DELTA,141,0.7600794002744183,0.75
MED-DELTA,148,0.7601587452865654,0.75
MED-DELTA,149,0.7606874887724088,0.75
MED-DELTA,150,0.7613722178010408,0.75
MED-DELTA,151,0.7622333256771494,0.75
MED-DELTA,152,0.7630725007888424,0.75
MED-DELTA,153,0.763942189911651,0.75
MED-DELTA,154,0.7648201577611855,0.75
MED-DELTA,155,0.7649347769877584,0.75
MED-DELTA,156,0.7650724467069672,0.75
MED-DELTA,157,0.7653079607100426,0.75
MED-DELTA,158,0.7659562483770278,0.75
MED-DELTA,159,0.7662981516359519,0.75
MED-DELTA,160,0.7665669569027371,0.75
MED-DELTA,174,0.7645325683825179,0.75
MED-DELTA,176,0.7621773580706569,0.75
MED-DELTA,177,0.7597438983012176,0.75
MED-DELTA,178,0.7572541820576636,0.75
MED-DELTA,179,0.7548177641245648,0.75
